id,词语,词类标记,词类名称,出现次数,频率,累积频率
2118,大队,n,名词,627,0.0066,70.4074
2119,壁,n,名词,627,0.0066,70.3942
2120,那么,c,连词,626,0.0066,70.414
2121,忘记,v,动词,626,0.0066,70.4206
2122,密度,n,名词,626,0.0066,70.4272
2123,态,n,名词,625,0.0065,70.4337
2124,公社,n,名词,625,0.0065,70.4402
2125,室,n,名词,624,0.0065,70.4467
2126,模式,n,名词,624,0.0065,70.4597
2127,奴隶,n,名词,624,0.0065,70.4532
2128,香港,ns,地名,622,0.0065,70.4662
2129,意,n,名词,622,0.0065,70.4727
2130,硬,a,形容词,622,0.0065,70.4792
2131,族,n,名词,622,0.0065,70.4857
2132,种,n,名词,621,0.0065,70.5052
2133,少数,n,名词,621,0.0065,70.4922
2134,溶解,v,动词,621,0.0065,70.4987
2135,智力,n,名词,621,0.0065,70.5117
2136,服从,v,动词,620,0.0065,70.5182
2137,固定,v,动词,620,0.0065,70.5247
2138,和平,a,形容词,620,0.0065,70.5312
2139,英,j,缩略语,618,0.0065,70.5377
2140,印度,ns,地名,617,0.0065,70.5572
2141,收入,v,动词,617,0.0065,70.5442
2142,鸟,n,名词,617,0.0065,70.5507
2143,起,vd,趋向动词,616,0.0064,70.5828
2144,举,v,动词,616,0.0064,70.5636
2145,起来,v,动词,616,0.0064,70.57
2146,治,v,动词,616,0.0064,70.5764
2147,怎么样,r,代词,615,0.0064,70.6212
2148,近代,nt,时间名词,615,0.0064,70.6148
2149,美,j,缩略语,615,0.0064,70.5892
2150,陈,nhf,人名-姓,615,0.0064,70.6084
2151,并非,d,副词,615,0.0064,70.6276
2152,不怕,v,动词,615,0.0064,70.602
2153,小组,n,名词,615,0.0064,70.5956
2154,传,v,动词,614,0.0064,70.634
2155,基本上,d,副词,614,0.0064,70.6404
2156,可以说,v,动词,614,0.0064,70.6468
2157,科,n,名词,614,0.0064,70.6532
2158,反射,v,动词,613,0.0064,70.666
2159,初期,nt,时间名词,613,0.0064,70.6724
2160,美元,n,名词,613,0.0064,70.6596
2161,非洲,ns,地名,612,0.0064,70.6788
2162,传来,v,动词,612,0.0064,70.6852
2163,最初,nt,时间名词,612,0.0064,70.6916
2164,语法,n,名词,612,0.0064,70.698
2165,白色,n,名词,612,0.0064,70.7044
2166,粒,n,名词,612,0.0064,70.7108
2167,彼此,r,代词,611,0.0064,70.7172
2168,民间,n,名词,610,0.0064,70.7236
2169,义,n,名词,610,0.0064,70.73
2170,还是,vl,联系动词,610,0.0064,70.7364
2171,季节,nt,时间名词,609,0.0064,70.762
2172,春,nt,时间名词,609,0.0064,70.7556
2173,民,n,名词,609,0.0064,70.7428
2174,强大,a,形容词,609,0.0064,70.7492
2175,测定,v,动词,609,0.0064,70.7684
2176,食,v,动词,608,0.0064,70.7748
2177,遍,q,量词,608,0.0064,70.7812
2178,监督,v,动词,608,0.0064,70.7876
2179,感觉,n,名词,608,0.0064,70.794
2180,自动,a,形容词,607,0.0064,70.8004
2181,不错,a,形容词,607,0.0064,70.8132
2182,情,n,名词,607,0.0064,70.8196
2183,农产品,n,名词,607,0.0064,70.8068
2184,十八,m,数词,605,0.0063,70.8259
2185,协调,v,动词,605,0.0063,70.8322
2186,交给,v,动词,604,0.0063,70.8385
2187,抽,v,动词,604,0.0063,70.8448
2188,工作者,n,名词,604,0.0063,70.8511
2189,亿,m,数词,602,0.0063,70.8574
2190,气温,n,名词,601,0.0063,70.87
2191,印象,n,名词,601,0.0063,70.8637
2192,后者,n,名词,600,0.0063,70.8763
2193,电压,n,名词,600,0.0063,70.8826
2194,工,n,名词,600,0.0063,70.8889
2195,试管,n,名词,600,0.0063,70.8952
2196,牺牲,v,动词,599,0.0063,70.9015
2197,冰,n,名词,599,0.0063,70.9078
2198,股,n,名词,598,0.0063,70.9141
2199,日,j,缩略语,598,0.0063,70.9204
2200,学者,n,名词,597,0.0062,70.9266
2201,大多数,n,名词,597,0.0062,70.9328
2202,南京,ns,地名,597,0.0062,70.939
2203,规范,n,名词,596,0.0062,70.9638
2204,二氧化碳,n,名词,596,0.0062,70.9452
2205,一方面,c,连词,596,0.0062,70.9514
2206,消费者,n,名词,596,0.0062,70.9576
2207,促使,v,动词,595,0.0062,70.97
2208,例子,n,名词,595,0.0062,70.9762
2209,发射,v,动词,595,0.0062,70.9824
2210,反复,d,副词,595,0.0062,70.9886
2211,长江,ns,地名,594,0.0062,71.001
2212,屋里,nl,处所名词,594,0.0062,70.9948
2213,纸,n,名词,593,0.0062,71.0072
2214,脑袋,n,名词,593,0.0062,71.0134
2215,这时候,nt,时间名词,591,0.0062,71.0196
2216,文明,a,形容词,591,0.0062,71.0258
2217,困难,a,形容词,591,0.0062,71.032
2218,平原,n,名词,591,0.0062,71.0382
2219,纪律,n,名词,591,0.0062,71.0444
2220,文,n,名词,590,0.0062,71.0506
2221,报道,v,动词,590,0.0062,71.0568
2222,小学,n,名词,589,0.0062,71.063
2223,时期,n,名词,589,0.0062,71.0692
2224,干什么,v,动词,589,0.0062,71.0754
2225,命运,n,名词,588,0.0062,71.0816
2226,无数,m,数词,588,0.0062,71.0878
2227,呵,u,助词,588,0.0062,71.094
2228,微笑,v,动词,588,0.0062,71.1002
2229,顺利,a,形容词,588,0.0062,71.1064
2230,目光,n,名词,588,0.0062,71.1126
2231,沿着,p,介词,587,0.0061,71.1187
2232,不能不,d,副词,587,0.0061,71.1248
2233,位于,v,动词,586,0.0061,71.1492
2234,遗传,v,动词,586,0.0061,71.1431
2235,尚,d,副词,586,0.0061,71.1309
2236,红军,n,名词,586,0.0061,71.137
2237,联想,v,动词,585,0.0061,71.1797
2238,揭示,v,动词,585,0.0061,71.1553
2239,果然,d,副词,585,0.0061,71.1614
2240,体内,nl,处所名词,585,0.0061,71.1675
2241,校长,n,名词,585,0.0061,71.1736
2242,退,v,动词,584,0.0061,71.1858
2243,有可能,v,动词,584,0.0061,71.198
2244,到达,v,动词,584,0.0061,71.2041
2245,意大利,ns,地名,584,0.0061,71.1919
2246,不如,v,动词,583,0.0061,71.2102
2247,一会,nt,时间名词,583,0.0061,71.2163
2248,键,n,名词,583,0.0061,71.2224
2249,方便,a,形容词,582,0.0061,71.2407
2250,路上,nl,处所名词,582,0.0061,71.2529
2251,古,a,形容词,582,0.0061,71.2285
2252,氧,n,名词,582,0.0061,71.2346
2253,博士,n,名词,582,0.0061,71.2468
2254,岁,q,量词,581,0.0061,71.259
2255,粗,a,形容词,581,0.0061,71.2651
2256,片,n,名词,581,0.0061,71.2712
2257,情节,n,名词,581,0.0061,71.2773
2258,副,q,量词,580,0.0061,71.2834
2259,天空,n,名词,580,0.0061,71.2956
2260,外界,n,名词,580,0.0061,71.3017
2261,看作,v,动词,580,0.0061,71.2895
2262,极其,d,副词,579,0.0061,71.3078
2263,程序,n,名词,579,0.0061,71.3139
2264,怀疑,v,动词,579,0.0061,71.32
2265,粒子,n,名词,579,0.0061,71.3261
2266,咬,v,动词,578,0.006,71.3321
2267,画家,n,名词,578,0.006,71.3381
2268,回,q,量词,577,0.006,71.3441
2269,抑制,v,动词,577,0.006,71.3501
2270,绿色,n,名词,577,0.006,71.3561
2271,紧紧,d,副词,577,0.006,71.3621
2272,分类,v,动词,577,0.006,71.3681
2273,各项,r,代词,577,0.006,71.3741
2274,走出,v,动词,576,0.006,71.3801
2275,子女,n,名词,576,0.006,71.3861
2276,北方,nd,方位名词,575,0.006,71.3921
2277,隔,v,动词,574,0.006,71.3981
2278,特定,a,形容词,574,0.006,71.4041
2279,开放,v,动词,574,0.006,71.4101
2280,同志们,n,名词,574,0.006,71.4161
2281,谈话,n,名词,573,0.006,71.4461
2282,率,k,后接成分,573,0.006,71.4521
2283,平,a,形容词,573,0.006,71.4401
2284,异,a,形容词,573,0.006,71.4281
2285,仪器,n,名词,573,0.006,71.4221
2286,公斤,q,量词,573,0.006,71.4581
2287,运动员,n,名词,573,0.006,71.4341
2288,代,v,动词,572,0.006,71.4641
2289,统治阶级,n,名词,572,0.006,71.4701
2290,增大,v,动词,572,0.006,71.4761
2291,经常,a,形容词,571,0.006,71.4821
2292,照片,n,名词,570,0.006,71.4881
2293,抢,v,动词,570,0.006,71.4941
2294,破,a,形容词,569,0.006,71.5001
2295,领,v,动词,569,0.006,71.5061
2296,基因,n,名词,569,0.006,71.5121
2297,义务,n,名词,568,0.0059,71.518
2298,俄国,ns,地名,568,0.0059,71.5239
2299,鼻子,n,名词,568,0.0059,71.5298
2300,不想,v,动词,567,0.0059,71.5357
2301,句子,n,名词,567,0.0059,71.5416
2302,大声,n,名词,566,0.0059,71.5534
2303,保存,v,动词,566,0.0059,71.5475
2304,头脑,n,名词,565,0.0059,71.5593
2305,跑到,v,动词,565,0.0059,71.5652
2306,商品经济,n,名词,565,0.0059,71.5711
2307,建筑,v,动词,565,0.0059,71.577
2308,广,a,形容词,564,0.0059,71.5829
2309,制成,v,动词,563,0.0059,71.6006
2310,凡是,d,副词,563,0.0059,71.6065
2311,排列,v,动词,563,0.0059,71.5947
2312,对比,v,动词,563,0.0059,71.5888
2313,挺,d,副词,562,0.0059,71.6124
2314,氏族,n,名词,562,0.0059,71.6183
2315,河,n,名词,561,0.0059,71.6478
2316,流动,v,动词,561,0.0059,71.6419
2317,做出,v,动词,561,0.0059,71.6537
2318,爆发,v,动词,561,0.0059,71.6242
2319,联系,n,名词,561,0.0059,71.636
2320,提到,v,动词,561,0.0059,71.6301
2321,上去,v,动词,560,0.0059,71.6596
2322,幼虫,n,名词,560,0.0059,71.6655
2323,男人,n,名词,560,0.0059,71.6714
2324,男,n,名词,560,0.0059,71.6773
2325,红色,n,名词,559,0.0058,71.6831
2326,间接,a,形容词,559,0.0058,71.6889
2327,纷纷,d,副词,559,0.0058,71.6947
2328,缺少,v,动词,558,0.0058,71.7179
2329,示,v,动词,558,0.0058,71.7121
2330,锻炼,v,动词,558,0.0058,71.7295
2331,所,n,名词,558,0.0058,71.7005
2332,早期,nt,时间名词,558,0.0058,71.7063
2333,着,v,动词,558,0.0058,71.7237
2334,再也,d,副词,557,0.0058,71.7585
2335,怎么办,v,动词,557,0.0058,71.7527
2336,不肯,vu,能愿动词,557,0.0058,71.7469
2337,办公室,n,名词,557,0.0058,71.7353
2338,中国人,n,名词,557,0.0058,71.7411
2339,汉语,n,名词,556,0.0058,71.7875
2340,反而,d,副词,556,0.0058,71.7643
2341,多数,n,名词,556,0.0058,71.7701
2342,选,v,动词,556,0.0058,71.7759
2343,作战,v,动词,556,0.0058,71.7817
2344,多次,mq,数量,555,0.0058,71.8107
2345,叔叔,n,名词,555,0.0058,71.8049
2346,正如,p,介词,555,0.0058,71.7991
2347,描述,v,动词,555,0.0058,71.7933
2348,激烈,a,形容词,555,0.0058,71.8165
2349,水分,n,名词,554,0.0058,71.8281
2350,写出,v,动词,554,0.0058,71.8339
2351,从此,d,副词,554,0.0058,71.8397
2352,鲁迅,nh,人名,554,0.0058,71.8455
2353,沉重,a,形容词,554,0.0058,71.8223
2354,紧,a,形容词,553,0.0058,71.8745
2355,全身,n,名词,553,0.0058,71.8861
2356,小姐,n,名词,553,0.0058,71.8687
2357,球,n,名词,553,0.0058,71.8629
2358,阶级斗争,n,名词,553,0.0058,71.8571
2359,班长,n,名词,553,0.0058,71.8513
2360,企图,v,动词,553,0.0058,71.8803
2361,引导,v,动词,552,0.0058,71.9093
2362,武装,n,名词,552,0.0058,71.9151
2363,频率,n,名词,552,0.0058,71.9035
2364,进来,v,动词,552,0.0058,71.8919
2365,象,n,名词,552,0.0058,71.8977
2366,国务院,ni,机构名,551,0.0058,71.9209
2367,颇,d,副词,551,0.0058,71.9267
2368,繁殖,v,动词,550,0.0058,71.9325
2369,有机,a,形容词,550,0.0058,71.9383
2370,群体,n,名词,550,0.0058,71.9441
2371,供给,v,动词,550,0.0058,71.9499
2372,高级,a,形容词,550,0.0058,71.9557
2373,一点,m,数词,550,0.0058,71.9615
2374,争,v,动词,549,0.0057,71.99
2375,刀,n,名词,549,0.0057,71.9843
2376,一下子,d,副词,549,0.0057,71.9957
2377,手中,nl,处所名词,549,0.0057,71.9729
2378,之所以,c,连词,549,0.0057,71.9672
2379,六十,m,数词,549,0.0057,71.9786
2380,不论,c,连词,548,0.0057,72.0071
2381,整理,v,动词,548,0.0057,72.0128
2382,污染,v,动词,548,0.0057,72.0185
2383,学,n,名词,548,0.0057,72.0014
2384,昆虫,n,名词,547,0.0057,72.0299
2385,化合物,n,名词,547,0.0057,72.0356
2386,吸,v,动词,547,0.0057,72.0242
2387,操作,v,动词,546,0.0057,72.0413
2388,碗,n,名词,546,0.0057,72.047
2389,总统,n,名词,546,0.0057,72.0527
2390,鲜明,a,形容词,546,0.0057,72.0584
2391,中学,n,名词,545,0.0057,72.0698
2392,满足,a,形容词,545,0.0057,72.0641
2393,人数,n,名词,544,0.0057,72.0755
2394,涉及,v,动词,542,0.0057,72.0812
2395,线段,n,名词,542,0.0057,72.0869
2396,形状,n,名词,541,0.0057,72.0926
2397,网,n,名词,541,0.0057,72.0983
2398,不愿,vu,能愿动词,541,0.0057,72.104
2399,党委,n,名词,540,0.0057,72.1268
2400,散,v,动词,540,0.0057,72.1211
2401,完,v,动词,540,0.0057,72.1097
2402,一套,mq,数量,540,0.0057,72.1154
2403,相,n,名词,539,0.0056,72.138
2404,采,v,动词,539,0.0056,72.1324
2405,经理,n,名词,538,0.0056,72.1436
2406,读书,v,动词,538,0.0056,72.1492
2407,比重,n,名词,538,0.0056,72.1548
2408,藏,v,动词,538,0.0056,72.1604
2409,解,v,动词,537,0.0056,72.1772
2410,变动,v,动词,537,0.0056,72.166
2411,严肃,a,形容词,537,0.0056,72.1716
2412,得出,v,动词,536,0.0056,72.1884
2413,漂亮,a,形容词,536,0.0056,72.1828
2414,初,n,名词,535,0.0056,72.194
2415,唉,e,叹词,535,0.0056,72.1996
2416,姐姐,n,名词,534,0.0056,72.2052
2417,内心,n,名词,534,0.0056,72.2108
2418,生殖,v,动词,534,0.0056,72.2164
2419,进口,v,动词,534,0.0056,72.222
2420,承担,v,动词,533,0.0056,72.2388
2421,而已,u,助词,533,0.0056,72.2444
2422,似,v,动词,533,0.0056,72.25
2423,绿,a,形容词,533,0.0056,72.2276
2424,甲,n,名词,533,0.0056,72.2332
2425,享受,v,动词,533,0.0056,72.2556
2426,俺,r,代词,532,0.0056,72.2612
2427,小伙子,n,名词,532,0.0056,72.2668
2428,热烈,a,形容词,531,0.0056,72.3004
2429,毫无,v,动词,531,0.0056,72.2724
2430,上级,n,名词,531,0.0056,72.2948
2431,细菌,n,名词,531,0.0056,72.306
2432,对,v,动词,531,0.0056,72.2892
2433,讲话,v,动词,531,0.0056,72.2836
2434,民主,n,名词,531,0.0056,72.278
2435,国王,n,名词,530,0.0055,72.3335
2436,明确,a,形容词,530,0.0055,72.339
2437,一块,n,名词,530,0.0055,72.328
2438,作风,n,名词,530,0.0055,72.35
2439,两者,n,名词,530,0.0055,72.3115
2440,类似,v,动词,530,0.0055,72.317
2441,相比,v,动词,530,0.0055,72.3225
2442,缺点,n,名词,530,0.0055,72.3445
2443,一句话,n,名词,529,0.0055,72.372
2444,闪,v,动词,529,0.0055,72.3665
2445,一眼,mq,数量,529,0.0055,72.3555
2446,的确,d,副词,529,0.0055,72.361
2447,空,a,形容词,528,0.0055,72.405
2448,补,v,动词,528,0.0055,72.3775
2449,固体,n,名词,528,0.0055,72.383
2450,科研,n,名词,528,0.0055,72.3885
2451,品质,n,名词,528,0.0055,72.394
2452,为此,c,连词,528,0.0055,72.3995
2453,客观,n,名词,527,0.0055,72.427
2454,选举,v,动词,527,0.0055,72.4105
2455,节奏,n,名词,527,0.0055,72.416
2456,转动,v,动词,527,0.0055,72.4215
2457,仅仅,d,副词,526,0.0055,72.4655
2458,财富,n,名词,526,0.0055,72.46
2459,方向,n,名词,526,0.0055,72.4545
2460,甚至,c,连词,526,0.0055,72.449
2461,花,v,动词,526,0.0055,72.4435
2462,艺术家,n,名词,526,0.0055,72.4325
2463,放下,v,动词,526,0.0055,72.438
2464,羊,n,名词,525,0.0055,72.4875
2465,有限,a,形容词,525,0.0055,72.471
2466,那位,r,代词,525,0.0055,72.4765
2467,故意,a,形容词,525,0.0055,72.482
2468,依据,n,名词,524,0.0055,72.5315
2469,投资,n,名词,524,0.0055,72.526
2470,耳朵,n,名词,524,0.0055,72.515
2471,拿出,v,动词,524,0.0055,72.537
2472,圆,n,名词,524,0.0055,72.493
2473,职能,n,名词,524,0.0055,72.5095
2474,课,n,名词,524,0.0055,72.4985
2475,更是,vl,联系动词,524,0.0055,72.504
2476,命令,v,动词,524,0.0055,72.5205
2477,原有,v,动词,523,0.0055,72.5425
2478,肌肉,n,名词,522,0.0055,72.548
2479,记录,v,动词,522,0.0055,72.5535
2480,盖,v,动词,522,0.0055,72.559
2481,穷,a,形容词,521,0.0055,72.5645
2482,拖,v,动词,521,0.0055,72.5865
2483,投入,v,动词,521,0.0055,72.5975
2484,说完,v,动词,521,0.0055,72.581
2485,产,v,动词,521,0.0055,72.5755
2486,直,a,形容词,521,0.0055,72.57
2487,流行,v,动词,521,0.0055,72.592
2488,把握,v,动词,520,0.0054,72.6407
2489,消除,v,动词,520,0.0054,72.6461
2490,根据,n,名词,520,0.0054,72.6353
2491,自然科学,n,名词,520,0.0054,72.6299
2492,雪,n,名词,520,0.0054,72.6245
2493,进步,v,动词,520,0.0054,72.6029
2494,移,v,动词,520,0.0054,72.6191
2495,问道,v,动词,520,0.0054,72.6137
2496,劳动,n,名词,520,0.0054,72.6083
2497,错,a,形容词,519,0.0054,72.6515
2498,出去,vd,趋向动词,519,0.0054,72.6569
2499,设立,v,动词,519,0.0054,72.6623
2500,局部,n,名词,519,0.0054,72.6677
2501,乡,n,名词,518,0.0054,72.7055
2502,浓度,n,名词,518,0.0054,72.7001
2503,绘画,n,名词,518,0.0054,72.6947
2504,基督教,n,名词,518,0.0054,72.6731
2505,信号,n,名词,518,0.0054,72.7163
2506,上午,nt,时间名词,518,0.0054,72.7109
2507,或是,vl,联系动词,518,0.0054,72.6839
2508,调动,v,动词,518,0.0054,72.6785
2509,挑,v,动词,518,0.0054,72.6893
2510,进化,v,动词,517,0.0054,72.7217
2511,棉花,n,名词,517,0.0054,72.7271
2512,走去,v,动词,516,0.0054,72.7325
2513,模型,n,名词,516,0.0054,72.7433
2514,垂直,a,形容词,516,0.0054,72.7487
2515,铜,n,名词,516,0.0054,72.7379
2516,命令,n,名词,515,0.0054,72.7541
2517,决心,n,名词,514,0.0054,72.7595
2518,最多,a,形容词,514,0.0054,72.7649
2519,不清,a,形容词,514,0.0054,72.7703
2520,外部,nd,方位名词,513,0.0054,72.7919
2521,循环,v,动词,513,0.0054,72.7757
2522,需求,n,名词,513,0.0054,72.7811
2523,火车,n,名词,513,0.0054,72.7865
2524,拥有,v,动词,512,0.0054,72.8351
2525,各方面,n,名词,512,0.0054,72.8297
2526,肺,n,名词,512,0.0054,72.8243
2527,题材,n,名词,512,0.0054,72.8189
2528,膜,n,名词,512,0.0054,72.8135
2529,重复,v,动词,512,0.0054,72.7973
2530,牙,n,名词,512,0.0054,72.8081
2531,那末,r,代词,512,0.0054,72.8405
2532,实在,a,形容词,512,0.0054,72.8027
2533,氏,k,后接成分,511,0.0053,72.8458
2534,面对,v,动词,511,0.0053,72.8511
2535,报告,v,动词,511,0.0053,72.8564
2536,客人,n,名词,510,0.0053,72.8882
2537,芽,n,名词,510,0.0053,72.8829
2538,数字,n,名词,510,0.0053,72.8776
2539,加热,v,动词,510,0.0053,72.867
2540,公式,n,名词,510,0.0053,72.8617
2541,文件,n,名词,510,0.0053,72.8723
2542,抗,v,动词,509,0.0053,72.9359
2543,从前,nt,时间名词,509,0.0053,72.8935
2544,他人,r,代词,509,0.0053,72.8988
2545,打破,v,动词,509,0.0053,72.9041
2546,加快,v,动词,509,0.0053,72.9094
2547,保留,v,动词,509,0.0053,72.9147
2548,建,v,动词,509,0.0053,72.92
2549,搞好,v,动词,509,0.0053,72.9253
2550,第四,m,数词,509,0.0053,72.9306
2551,钢,n,名词,508,0.0053,72.9518
2552,乃,d,副词,508,0.0053,72.9412
2553,犯,v,动词,508,0.0053,72.9465
2554,房,n,名词,507,0.0053,72.9677
2555,消化,v,动词,507,0.0053,72.9571
2556,黑暗,a,形容词,507,0.0053,72.9624
2557,够,v,动词,506,0.0053,72.973
2558,学术,n,名词,506,0.0053,72.9783
2559,广东,ns,地名,506,0.0053,72.9836
2560,演,v,动词,506,0.0053,72.9889
2561,报,n,名词,506,0.0053,72.9942
2562,尾巴,n,名词,505,0.0053,73.0419
2563,眼泪,n,名词,505,0.0053,73.0472
2564,症状,n,名词,505,0.0053,73.0366
2565,挤,v,动词,505,0.0053,73.0313
2566,春天,nt,时间名词,505,0.0053,73.026
2567,其余,r,代词,505,0.0053,73.0525
2568,差不多,a,形容词,505,0.0053,73.0048
2569,平行,a,形容词,505,0.0053,73.0207
2570,不良,a,形容词,505,0.0053,73.0154
2571,每次,r,代词,505,0.0053,72.9995
2572,推广,v,动词,505,0.0053,73.0101
2573,梦,n,名词,505,0.0053,73.0578
2574,案件,n,名词,504,0.0053,73.0843
2575,猫,n,名词,504,0.0053,73.079
2576,障碍,n,名词,504,0.0053,73.0631
2577,体验,v,动词,504,0.0053,73.0737
2578,页,q,量词,504,0.0053,73.0896
2579,社会学,n,名词,504,0.0053,73.0684
2580,必然,d,副词,503,0.0053,73.0949
2581,信,v,动词,503,0.0053,73.1002
2582,果,n,名词,503,0.0053,73.1055
2583,见过,v,动词,503,0.0053,73.1108
2584,成长,v,动词,503,0.0053,73.1161
2585,不易,a,形容词,502,0.0053,73.1214
2586,煤,n,名词,502,0.0053,73.1373
2587,呈现,v,动词,502,0.0053,73.132
2588,基金,n,名词,502,0.0053,73.1267
2589,一番,mq,数量,501,0.0052,73.1425
2590,床上,nl,处所名词,501,0.0052,73.1477
2591,单纯,a,形容词,501,0.0052,73.1529
2592,遵守,v,动词,501,0.0052,73.1581
2593,哪个,r,代词,501,0.0052,73.1633
2594,学会,v,动词,500,0.0052,73.1789
2595,擦,v,动词,500,0.0052,73.1685
2596,排,v,动词,500,0.0052,73.1737
2597,水中,nl,处所名词,500,0.0052,73.1841
2598,绕,v,动词,499,0.0052,73.1893
2599,尚未,d,副词,499,0.0052,73.1945
2600,劝,v,动词,499,0.0052,73.1997
2601,变革,v,动词,499,0.0052,73.2049
2602,商店,n,名词,498,0.0052,73.2309
2603,才能,vu,能愿动词,498,0.0052,73.2257
2604,公路,n,名词,498,0.0052,73.2361
2605,毕竟,d,副词,498,0.0052,73.2101
2606,湿,a,形容词,498,0.0052,73.2205
2607,肯定,v,动词,498,0.0052,73.2153
2608,神秘,a,形容词,497,0.0052,73.2413
2609,照,p,介词,497,0.0052,73.2465
2610,东北,nl,处所名词,497,0.0052,73.2517
2611,露出,v,动词,497,0.0052,73.2569
2612,包,v,动词,497,0.0052,73.2621
2613,不说,v,动词,497,0.0052,73.2673
2614,节约,v,动词,497,0.0052,73.2725
2615,计算机,n,名词,496,0.0052,73.2933
2616,访问,v,动词,496,0.0052,73.2881
2617,晚,a,形容词,496,0.0052,73.2777
2618,尊重,v,动词,496,0.0052,73.2829
2619,量,v,动词,495,0.0052,73.3245
2620,提倡,v,动词,495,0.0052,73.2985
2621,工艺,n,名词,495,0.0052,73.3037
2622,加速,v,动词,495,0.0052,73.3089
2623,营,n,名词,495,0.0052,73.3141
2624,构造,n,名词,495,0.0052,73.3193
2625,背,v,动词,494,0.0052,73.3297
2626,所有制,n,名词,494,0.0052,73.3349
2627,林,n,名词,494,0.0052,73.3401
2628,楼,n,名词,494,0.0052,73.3453
2629,地理,n,名词,493,0.0052,73.3765
2630,面貌,n,名词,493,0.0052,73.3713
2631,夏季,nt,时间名词,493,0.0052,73.3661
2632,近年来,nt,时间名词,493,0.0052,73.3817
2633,威胁,v,动词,493,0.0052,73.3557
2634,转身,v,动词,493,0.0052,73.3505
2635,现有,v,动词,493,0.0052,73.3609
2636,食品,n,名词,492,0.0051,73.4072
2637,照顾,v,动词,492,0.0051,73.4021
2638,哦,e,叹词,492,0.0051,73.397
2639,标志,n,名词,492,0.0051,73.3868
2640,少年,n,名词,492,0.0051,73.3919
2641,平时,nt,时间名词,491,0.0051,73.4378
2642,极为,d,副词,491,0.0051,73.4123
